49.234947,-123.027254
49.275858,-123.024141
49.285554,-123.142392
49.26098,-123.184759
49.278811,-123.106194
49.277951,-123.103575
49.262128,-123.155318
49.248679,-123.157991
49.285919,-123.120939
49.245614,-123.175342
49.255191,-123.050071
49.215521,-123.056107
49.24745,-123.066226
49.290415,-123.050483
49.2846537,-123.101821
49.256926,-123.172514
49.26079175,-123.0767876
49.249585,-123.191688
49.268012,-123.125901
49.264372,-123.083134
49.261644,-123.079061
49.256746,-123.073107
49.270699,-123.050137
49.271281,-123.051686
49.289871,-123.125385
49.236946,-123.03638
49.231825,-123.113005
49.262869,-123.159336
49.2617676,-123.16143
49.2738086,-123.113057
49.272798,-123.114649
49.27426353,-123.1030091
49.271632,-123.12572
49.272394,-123.123289
49.294985,-123.136001
49.251936,-123.122502
49.253089,-123.122317
49.205406,-123.132849
49.233484,-123.163401
49.276991,-123.123796
49.2765359,-123.124282
49.287419,-123.142573
49.286027,-123.143035
49.2789007,-123.137935
49.254842,-123.029979
49.20642,-123.150808
49.20713,-123.149337
49.2082106,-123.045695
49.2112962,-123.042283
49.2139347,-123.051533
49.2123921,-123.051395
49.268389,-123.058428
49.236498,-123.031411
49.212417,-123.093602
49.271802,-123.129793
49.27374203,-123.0698672
49.27357201,-123.0708105
49.2671275,-123.137756
49.240977,-123.084994
49.26422,-123.095575
49.290001,-123.121694
49.291228,-123.12327
49.290539,-123.12318
49.280369,-123.040624
49.280379,-123.038221
49.283144,-123.042959
49.28370822,-123.0333906
49.282563,-123.034264
49.28289204,-123.0345006
49.28173595,-123.0343871
49.28267652,-123.0332585
49.2456626,-123.106969
49.24454044,-123.1063752
49.2719084,-123.191736
49.253929,-123.061986
49.264164,-123.107514
49.263954,-123.045152
49.238138,-123.07429
49.233331,-123.1572
49.229195,-123.045343
49.227059,-123.041882
49.247325,-123.074579
49.276739,-123.151743
49.27468145,-123.1532014
49.2743766,-123.1538197
49.2194057,-123.106335
49.2230752,-123.116336
49.2237851,-123.112543
49.21816719,-123.1117212
49.274969,-123.207164
49.22997,-123.098511
49.2788422,-123.089442
49.2615753,-123.107009
49.22318,-123.159702
49.223507,-123.160831
49.205624,-123.138958
49.267923,-123.180134
49.2203778,-123.170895
49.2209551,-123.167863
49.2205907,-123.169628
49.22063286,-123.1707399
49.236424,-123.029107
49.23152293,-123.0847723
49.23134082,-123.0869223
49.243358,-123.187296
49.2153386,-123.0872
49.214828,-123.084599
49.287429,-123.142264
49.273192,-123.074217
49.256865,-123.106446
49.228277,-123.05692
49.282838,-123.129981
49.289268,-123.036666
49.289431,-123.038691
49.28959,-123.035531
49.238173,-123.050828
49.216882,-123.128155
49.216585,-123.127387
49.216607,-123.129122
49.282901,-123.094057
49.28231322,-123.0574061
49.27223641,-123.1094286
49.2710507,-123.110206
49.2816629,-123.104505
49.23742,-123.105621
49.242275,-123.113543
49.239167,-123.111542
49.24462,-123.148828
49.25211,-123.042086
49.24258273,-123.1048072
49.205755,-123.051817
49.205739,-123.050981
49.257792,-123.091912
49.216811,-123.082434
49.216947,-123.082635
49.27112,-123.033079
49.270148,-123.030627
49.273071,-123.030636
49.27099,-123.146205
49.2720769,-123.1057538
49.21959786,-123.1414913
49.25825427,-123.049751
49.244294,-123.048373
49.277484,-123.222396
49.29103356,-123.1453797
49.29906298,-123.1242914
49.29964942,-123.1261535
49.30076903,-123.117131
49.29364531,-123.1487216
49.29252452,-123.1446767
49.291473,-123.1469044
49.2995278,-123.1213001
49.303,-123.130695
49.299024,-123.1341595
49.31338243,-123.1424526
49.31061794,-123.1482033
49.31238769,-123.1427305
49.293007,-123.146487
49.29487899,-123.1500274
49.2954672,-123.151056
49.29787035,-123.1349864
49.29949964,-123.1338049
49.29221962,-123.1460125
49.303156,-123.156335
49.292239,-123.147
49.29895138,-123.1206901
49.3015616,-123.134529
49.27590962,-123.0855772
49.274827,-123.086689
49.266893,-123.035669
49.278896,-123.13802
49.2228493,-123.0964822
49.269121,-123.134031
49.257356,-123.09859
49.2296077,-123.070191
49.228371,-123.118266
49.251273,-123.163837
49.2749603,-123.093122
49.26051909,-123.0501348
49.2394013,-123.129439
49.2386154,-123.129939
49.275112,-123.139769
49.27161297,-123.0667623
49.281845,-123.110066
49.263048,-123.073108
49.28519,-123.128045
49.281987,-123.136052
49.266021,-123.205262
49.2668536,-123.2051612
49.215839,-123.113059
49.278442,-123.073424
49.2663411,-123.125914
49.257924,-123.041381
49.269566,-123.136177
49.2733345,-123.131579
49.2737142,-123.1527806
49.2730368,-123.098886
49.265329,-123.142081
49.245762,-123.10102
49.237587,-123.127384
49.237446,-123.105647
49.2371952,-123.0972829
49.234752,-123.058912
49.26822777,-123.152706
49.219505,-123.106415
49.2646599,-123.112967
49.2187548,-123.055044
49.262875,-123.105026
49.26423514,-123.1666474
49.262066,-123.065619
49.27924755,-123.1292321
49.28451988,-123.1395544
49.2678194,-123.0693907
49.2867384,-123.136516
49.29067407,-123.1426469
49.2887857,-123.13969
49.28922483,-123.1385485
49.2365274,-123.084037
49.28977703,-123.1412866
49.29049866,-123.1402252
49.2173117,-123.139586
49.281542,-123.119937
49.281386,-123.097231
49.280998,-123.054448
49.2610594,-123.100784
49.28571023,-123.1333368
49.282385,-123.140508
49.28306599,-123.1222905
49.29345716,-123.13827
49.2775724,-123.087389
49.262294,-123.114544
49.281882,-123.133952
49.229344,-123.127987
49.234702,-123.024717
49.271936,-123.179475
49.205331,-123.031131
49.213173,-123.114629
49.279672,-123.123513
49.271674,-123.167863
49.262628,-123.089225